timestamp,temperature,relative_humidity,wind_speed,wind_direction
20200623T0200,16.080528,80.0,5.315336,118.30075
20200623T0300,15.170529,82.0,3.096837,144.46231
20200623T0400,14.380529,84.0,1.484318,165.96376
20200623T0500,13.940529,86.0,2.3051248,218.65982
20200623T0600,13.760529,87.0,3.096837,215.53769
20200623T0700,14.610529,84.0,2.0364676,225.0
20200623T0800,15.890529,80.0,0.5091169,225.0
20200623T0900,17.670528,75.0,3.5455887,66.037506
20200623T1000,20.590528,68.0,9.9571085,77.47118
20200623T1100,22.96053,57.0,14.345898,72.47443
20200623T1200,24.32053,53.0,13.53236,61.38954
20200623T1300,25.520529,49.0,11.983188,57.26477
20200623T1400,26.340528,54.0,7.968939,71.56504
20200623T1500,27.520529,43.0,10.739833,76.42956
20200623T1600,27.95053,39.0,11.620809,73.8108
20200623T1700,28.06053,39.0,12.496719,78.36636
20200623T1800,27.760529,41.0,15.39184,79.2157
20200623T1900,27.190529,41.0,15.5843,83.367485
20200623T2000,26.39053,44.0,13.397612,83.82981
20200623T2100,25.04053,50.0,11.966953,83.08877
20200623T2200,23.07053,57.0,11.901798,93.46823
20200623T2300,20.690529,64.0,12.783802,99.72758
20200624T0000,19.010529,69.0,10.594036,99.7824
20200624T0100,17.97053,70.0,8.891344,111.37062
20200624T0200,16.750528,73.0,6.28713,113.62937
20200624T0300,15.270529,79.0,3.0547013,135.0
20200624T0400,14.350529,81.0,2.3051248,141.34018
20200624T0500,13.650529,84.0,1.8,143.1301
20200624T0600,13.380529,84.0,2.5959969,146.30994
20200624T0700,14.150529,80.0,1.08,89.99999
20200624T0800,15.760529,76.0,1.9386592,68.19859
20200624T0900,18.410528,70.0,5.6920996,71.56504
20200624T1000,22.56053,54.0,12.287555,84.95755
20200624T1100,24.47053,42.0,19.08,89.99999
20200624T1200,25.750528,38.0,19.09358,87.83892
20200624T1300,26.72053,37.0,18.014393,87.70938
20200624T1400,28.170528,35.0,15.137133,87.27369
20200624T1500,28.750528,34.0,14.799459,94.18491
20200624T1600,28.940529,35.0,13.797912,97.49586
20200624T1700,28.89053,37.0,13.797913,105.12401
20200624T1800,28.440529,38.0,16.45007,113.19859
20200624T1900,27.70053,37.0,17.709658,116.56505
20200624T2000,26.530529,41.0,16.263872,117.69946
20200624T2100,25.030529,48.0,14.48972,116.56505
20200624T2200,23.21053,56.0,13.32,108.92464
20200624T2300,21.13053,66.0,12.979984,109.44003
20200625T0000,20.32053,66.0,13.661038,108.434944
20200625T0100,19.330528,62.0,13.905509,111.2505
20200625T0200,17.88053,65.0,12.55879,117.29957
20200625T0300,16.87053,66.0,11.298495,120.650665
20200625T0400,16.010529,68.0,10.086427,124.82449
20200625T0500,15.320529,69.0,9.220499,128.6598
20200625T0600,14.870529,70.0,8.714677,128.29016
20200625T0700,16.04053,67.0,8.373386,115.46334
20200625T0800,18.21053,62.0,11.631956,111.80141
20200625T0900,20.20053,58.0,14.145756,104.74355
20200625T1000,22.360529,54.0,14.973576,99.68878
20200625T1100,24.12053,45.0,16.946787,102.26477
20200625T1200,25.48053,43.0,14.332341,101.59217
20200625T1300,26.64053,39.0,9.3669195,92.2026
20200625T1400,27.31053,38.0,13.556282,100.71312
20200625T1500,28.090528,38.0,9.47012,98.74616
20200625T1600,28.520529,38.0,6.12,89.99999
20200625T1700,28.73053,39.0,3.9763298,84.805565
20200625T1800,28.71053,39.0,2.2768397,71.56504
20200625T1900,28.45053,39.0,2.3051248,38.659805
20200625T2000,27.90053,40.0,3.8773184,68.19859
20200625T2100,26.97053,46.0,6.8399997,89.99999
20200625T2200,25.270529,57.0,8.654986,106.92751
20200625T2300,23.37053,66.0,9.028754,113.498566
20200626T0000,21.88053,72.0,8.089993,110.854454
20200626T0100,20.920528,76.0,7.771331,103.392494
20200626T0200,20.95053,75.0,11.525623,104.47029
20200626T0300,20.32053,72.0,14.587776,105.75117
20200626T0400,19.860529,71.0,13.5515,106.99082
20200626T0500,19.090528,76.0,10.365251,110.323135
20200626T0600,18.95053,80.0,8.217153,118.81079
20200626T0700,19.260529,81.0,8.825508,101.76829
20200626T0800,21.090528,76.0,8.759178,99.46232
20200626T0900,23.280529,70.0,2.6208394,105.9454
20200626T1000,25.31053,62.0,5.815978,291.8014
20200626T1100,26.90053,48.0,12.24,270.0
20200626T1200,27.98053,48.0,13.009903,255.57922
20200626T1300,28.750528,44.0,15.273505,261.8699
20200626T1400,27.850529,53.0,17.429354,231.70984
20200626T1500,28.190529,49.0,21.746504,263.34558
20200626T1600,25.990528,59.0,27.25559,282.20047
20200626T1700,26.350529,59.0,16.595179,273.7314
20200626T1800,25.80053,57.0,9.178235,258.69006
20200626T1900,25.90053,55.0,0.71999997,89.99999
20200626T2000,25.840528,56.0,4.802999,102.99461
20200626T2100,25.030529,63.0,7.9932976,97.76516
20200626T2200,23.39053,75.0,11.165805,110.772255
20200626T2300,22.31053,80.0,12.181624,124.1597
20200627T0000,21.190529,87.0,10.296251,126.46923
20200627T0100,20.31053,91.0,8.913181,136.63657
20200627T0200,20.45053,83.0,6.696387,143.74615
20200627T0300,20.490528,78.0,8.78872,304.99203
20200627T0400,19.88053,84.0,5.2416787,105.9454
20200627T0500,19.600529,85.0,9.793059,126.027374
20200627T0600,19.530529,86.0,10.691453,135.0
20200627T0700,20.47053,73.0,7.9932976,172.23483
20200627T0800,21.47053,65.0,3.219938,206.56505
20200627T0900,22.79053,64.0,6.162207,276.70984
20200627T1000,23.95053,61.0,12.9249525,282.875
20200627T1100,25.260529,56.0,9.007196,272.29062
20200627T1200,26.670528,49.0,8.12197,282.80426
20200627T1300,27.55053,45.0,9.255571,283.49573
20200627T1400,27.57053,47.0,10.08,270.0
20200627T1500,28.340528,45.0,8.287822,272.48956
20200627T1600,28.770529,43.0,9.007196,272.29062
20200627T1700,28.89053,42.0,10.823973,266.1859
20200627T1800,28.62053,42.0,11.966953,263.08878
20200627T1900,28.080528,43.0,11.879999,270.0
20200627T2000,27.32053,47.0,11.542478,273.57632
20200627T2100,26.260529,54.0,7.5170207,286.69925
20200627T2200,25.07053,60.0,3.7064266,299.0546
20200627T2300,23.920528,65.0,2.0991426,300.96378
20200628T0000,23.22053,65.0,5.0911684,171.8699
20200628T0100,22.32053,63.0,6.9527545,158.7495
20200628T0200,21.510529,64.0,5.634891,153.43495
20200628T0300,21.05053,65.0,4.6800003,157.38013
20200628T0400,20.20053,68.0,4.3498964,155.55605
20200628T0500,20.12053,69.0,3.8939953,146.30994
20200628T0600,19.79053,71.0,2.5455842,171.8699
20200628T0700,19.89053,74.0,2.5455842,225.0
20200628T0800,20.82053,74.0,10.390226,284.03625
20200628T0900,20.490528,76.0,17.418196,288.0605
20200628T1000,20.40053,72.0,16.454008,280.0806
20200628T1100,21.340528,67.0,15.827721,287.19855
20200628T1200,20.88053,68.0,15.827721,287.19855
20200628T1300,20.860529,71.0,2.7416782,246.8014
20200628T1400,24.110529,56.0,16.09969,259.69516
20200628T1500,24.81053,53.0,16.167967,258.43988
20200628T1600,24.760529,52.0,17.106628,261.52887
20200628T1700,23.98053,56.0,16.62249,274.96973
20200628T1800,22.940529,61.0,17.727943,282.9074
20200628T1900,22.330528,63.0,15.629972,277.94348
20200628T2000,21.520529,65.0,19.35314,279.63754
20200628T2100,19.71053,73.0,10.853866,264.28943
20200628T2200,19.12053,77.0,8.350138,187.43141
20200628T2300,18.590528,81.0,9.826088,151.55707
20200629T0000,18.260529,74.0,10.24578,161.56505
20200629T0100,17.39053,68.0,12.0694,197.35403
20200629T0200,16.850529,76.0,11.212135,174.47246
20200629T0300,16.670528,80.0,10.685391,147.38075
20200629T0400,16.20053,85.0,10.383987,146.30994
20200629T0500,16.250528,87.0,10.296251,143.53076
20200629T0600,16.29053,87.0,12.819235,128.15723
20200629T0700,16.39053,90.0,8.209263,164.74487
20200629T0800,18.180529,82.0,15.546833,264.68546
20200629T0900,18.32053,80.0,20.240196,275.10217
20200629T1000,18.38053,79.0,22.19773,278.39294
20200629T1100,19.160528,71.0,23.051247,271.78992
20200629T1200,19.910528,65.0,24.933735,274.96973
20200629T1300,20.360529,61.0,24.442911,279.3236
20200629T1400,21.000528,58.0,21.26744,272.91083
20200629T1500,21.37053,57.0,20.192118,281.30994
20200629T1600,21.71053,55.0,19.0392,285.35016
20200629T1700,21.89053,54.0,16.862455,286.11343
20200629T1800,22.170528,52.0,14.494192,284.3814
20200629T1900,22.14053,52.0,14.685176,281.30994
20200629T2000,21.70053,53.0,12.620554,273.2705
20200629T2100,20.71053,58.0,9.826088,278.42697
20200629T2200,19.490528,63.0,5.95906,244.98311
20200629T2300,18.71053,64.0,9.686609,221.98721
20200630T0000,17.54053,66.0,11.165805,249.22775
20200630T0100,16.71053,69.0,10.296251,233.53076
20200630T0200,14.3005295,74.0,9.339208,207.55281
20200630T0300,13.230529,75.0,9.227524,200.55605
20200630T0400,12.250529,77.0,7.6367526,188.1301
20200630T0500,11.990529,78.0,6.4799995,180.0
20200630T0600,11.690529,79.0,7.2,180.0
20200630T0700,12.830529,78.0,3.7585104,163.30075
20200630T0800,15.600529,72.0,1.9386592,248.1986
20200630T0900,17.770529,65.0,5.4119864,273.8141
20200630T1000,19.440529,59.0,8.669949,274.76364
20200630T1100,20.72053,55.0,12.6462,274.8991
20200630T1200,22.030529,50.0,15.158522,274.08563
20200630T1300,23.07053,46.0,18.089775,275.7106
20200630T1400,23.240528,53.0,14.494192,284.3814
20200630T1500,23.990528,49.0,16.946787,282.26477
20200630T1600,24.54053,46.0,17.727943,282.9074
20200630T1700,24.830528,44.0,16.676977,283.73627
20200630T1800,24.770529,46.0,15.463244,282.09476
20200630T1900,24.510529,48.0,13.493999,279.21103
20200630T2000,24.000528,51.0,10.239453,280.1247
20200630T2100,23.06053,56.0,7.072878,284.74356
20200630T2200,22.250528,61.0,2.5455842,261.8699
20200630T2300,21.48053,64.0,4.379589,170.53767
20200701T0000,20.280529,69.0,6.6185193,157.61987
20200701T0100,18.920528,75.0,6.792466,147.99461
20200701T0200,18.39053,75.0,6.6087217,150.64224
20200701T0300,18.280529,75.0,5.692099,145.30484
20200701T0400,18.020529,77.0,5.1165614,129.2894
20200701T0500,17.740528,78.0,5.154415,114.77514
20200701T0600,17.760529,77.0,6.725354,105.5241
20200701T0700,17.740528,79.0,6.87779,96.009
20200701T0800,19.45053,76.0,7.6367526,98.1301
20200701T0900,21.850529,67.0,8.4042845,99.86581
20200701T1000,23.920528,59.0,8.350138,97.431404
20200701T1100,25.530529,51.0,5.506941,101.30993
20200701T1200,26.840528,50.0,1.484318,104.03624
20200701T1300,28.04053,48.0,2.16,270.0
20200701T1400,28.440529,46.0,6.5693827,260.5377
20200701T1500,29.05053,44.0,9.114471,260.90973
20200701T1600,29.13053,42.0,11.165805,268.1524
20200701T1700,29.420528,40.0,13.324863,271.54816
20200701T1800,29.110529,43.0,15.137133,267.27368
20200701T1900,27.73053,48.0,16.56,270.0
20200701T2000,25.79053,55.0,18.03237,273.43362
20200701T2100,24.65053,62.0,8.4963045,233.61565
20200701T2200,23.440529,68.0,9.904906,199.09349
20200701T2300,21.780529,71.0,11.177405,194.93143
20200702T0000,20.62053,72.0,7.9036193,210.06859
20200702T0100,19.82053,78.0,6.3690495,222.7094
20200702T0200,19.910528,79.0,6.162207,186.70984
20200702T0300,19.96053,80.0,7.5942073,185.44034
20200702T0400,18.740528,85.0,6.924738,188.97263
20200702T0500,18.160528,85.0,5.937272,194.03624
20200702T0600,18.47053,83.0,5.6920996,198.43495
20200702T0700,19.430529,80.0,5.6233797,219.80557
20200702T0800,20.82053,76.0,12.261158,266.63354
20200702T0900,20.940529,74.0,13.339445,266.90594
20200702T1000,20.81053,74.0,15.856356,272.60257
20200702T1100,20.600529,74.0,18.782204,282.17145
20200702T1200,20.22053,69.0,23.73271,279.60522
20200702T1300,20.090528,68.0,21.077686,277.85333
20200702T1400,22.72053,63.0,19.245697,277.5238
20200702T1500,22.12053,63.0,18.775301,274.3987
20200702T1600,22.910528,60.0,18.374111,272.24576
20200702T1700,22.590528,60.0,16.923828,271.21887
20200702T1800,22.54053,57.0,15.5843,263.3675
20200702T1900,22.280529,57.0,16.09969,259.69516
20200702T2000,21.910528,58.0,14.973576,260.31122
20200702T2100,21.07053,60.0,10.464798,266.0548
20200702T2200,20.170528,64.0,8.12197,257.19574
20200702T2300,19.57053,65.0,7.42159,247.16635
20200703T0000,19.240528,64.0,8.4042845,260.1342
20200703T0100,18.95053,64.0,9.983106,295.64102
20200703T0200,17.82053,69.0,7.491114,305.2176
20200703T0300,16.32053,75.0,8.473393,282.26477
20200703T0400,15.890529,74.0,6.489992,273.17984
20200703T0500,15.350529,75.0,5.0528407,274.08563
20200703T0600,14.960529,75.0,5.0528407,265.91437
20200703T0700,15.520529,72.0,4.2136917,250.0169
20200703T0800,16.610529,68.0,4.1046314,285.25513
20200703T0900,17.740528,65.0,3.0547013,315.0
20200703T1000,18.740528,58.0,4.6102495,321.3402
20200703T1100,19.670528,54.0,5.6233797,309.80557
20200703T1200,20.530529,50.0,5.692099,304.69516
20200703T1300,21.29053,48.0,6.989936,304.50854
20200703T1400,21.62053,49.0,12.904882,337.0113
20200703T1500,22.12053,47.0,14.24163,339.27444
20200703T1600,22.350529,47.0,15.034041,343.30075
20200703T1700,22.420528,47.0,14.685176,348.69006
20200703T1800,22.260529,47.0,14.113653,354.14398
20200703T1900,21.98053,47.0,12.261158,356.63354
20200703T2000,21.500528,49.0,10.182337,351.8699
20200703T2100,20.690529,54.0,8.766573,340.82098
20200703T2200,19.660528,59.0,6.12,331.92752
20200703T2300,18.670528,63.0,4.2136917,289.98312
20200704T0000,17.73053,66.0,5.815978,248.1986
20200704T0100,16.72053,70.0,6.1094027,225.0
20200704T0200,15.560529,73.0,6.439876,206.56505
20200704T0300,14.720529,74.0,6.830519,198.43495
20200704T0400,14.060529,74.0,7.342588,191.30994
20200704T0500,13.690529,75.0,7.5942073,185.44034
20200704T0600,13.650529,77.0,6.4799995,180.0
20200704T0700,14.890529,75.0,4.198285,149.03624
20200704T0800,16.62053,71.0,1.609969,116.56505
20200704T0900,18.21053,67.0,1.9386592,338.1986
20200704T1000,20.15053,59.0,5.3999996,306.8699
20200704T1100,21.590528,54.0,6.28713,283.2405
20200704T1200,22.750528,50.0,8.350138,277.4314
20200704T1300,23.72053,46.0,10.8955765,277.59464
20200704T1400,23.88053,44.0,14.685176,281.30994
20200704T1500,24.39053,44.0,14.494192,284.3814
20200704T1600,24.830528,44.0,14.512064,277.125
20200704T1700,25.04053,43.0,14.764389,271.3972
20200704T1800,24.840528,46.0,15.226764,276.78897
20200704T1900,24.46053,45.0,16.394829,278.84183
20200704T2000,23.79053,48.0,15.03835,281.04095
20200704T2100,22.56053,55.0,11.609651,277.125
20200704T2200,21.23053,61.0,8.557102,247.75098
20200704T2300,20.14053,62.0,9.726664,218.991
20200705T0000,18.46053,67.0,11.435313,208.17859
20200705T0100,17.680529,68.0,10.787993,205.70996
20200705T0200,16.860529,69.0,9.449572,197.74467
20200705T0300,15.920529,71.0,8.669949,184.76364
20200705T0400,15.070529,73.0,8.287822,177.51045
20200705T0500,15.790529,72.0,7.2359104,174.28941
20200705T0600,16.580528,72.0,5.0528407,175.91438
20200705T0700,17.70053,72.0,3.6,180.0
20200705T0800,20.080528,68.0,5.4477882,262.40536
20200705T0900,21.490528,64.0,13.849476,261.02737
20200705T1000,22.520529,63.0,18.03237,266.56638
20200705T1100,23.79053,60.0,20.172853,272.0454
20200705T1200,23.580528,63.0,20.898611,280.9228
20200705T1300,24.98053,59.0,23.051247,284.47028
20200705T1400,24.920528,61.0,26.183659,288.43497
20200705T1500,25.080528,59.0,24.269983,290.85446
20200705T1600,25.95053,55.0,22.127556,291.97452
20200705T1700,26.250528,53.0,22.314194,287.85034
20200705T1800,26.30053,51.0,20.008356,278.2759
20200705T1900,26.240528,49.0,17.283749,268.80652
20200705T2000,25.660528,54.0,13.910169,259.56253
20200705T2100,24.530529,60.0,11.384199,251.56506
20200705T2200,23.080528,68.0,11.298495,239.34933
20200705T2300,21.56053,74.0,12.181624,235.8403
20200706T0000,20.080528,74.0,11.384198,235.30484
20200706T0100,19.360529,74.0,10.514218,231.95296
20200706T0200,19.38053,73.0,9.957108,229.39871
20200706T0300,19.12053,74.0,9.449572,229.63547
20200706T0400,19.04053,78.0,10.1887,237.99463
20200706T0500,18.520529,81.0,9.449572,252.25534
20200706T0600,18.240528,83.0,10.239453,259.87534
20200706T0700,18.98053,82.0,14.081478,274.3987
20200706T0800,19.160528,81.0,16.78156,292.71442
20200706T0900,18.170528,82.0,20.291357,334.7989
20200706T1000,12.980529,76.0,22.657131,315.64374
20200706T1100,13.640529,80.0,15.629971,298.92645
20200706T1200,14.990529,65.0,21.41319,286.607
20200706T1300,16.06053,60.0,21.479666,283.57043
20200706T1400,20.29053,52.0,22.61419,283.81503
20200706T1500,21.010529,47.0,23.688984,286.78265
20200706T1600,21.29053,43.0,24.066206,291.96057
20200706T1700,21.32053,43.0,23.277834,301.7236
20200706T1800,21.06053,42.0,20.240198,308.50067
20200706T1900,20.65053,40.0,17.84816,318.2705
20200706T2000,20.12053,42.0,14.77755,325.92282
20200706T2100,18.840528,45.0,15.281989,344.98163
20200706T2200,17.510529,51.0,12.261158,356.63354
20200706T2300,16.740528,54.0,11.177405,14.931412
20200707T0000,15.100529,61.0,7.24486,26.565033
20200707T0100,14.210529,65.0,2.0991426,120.96376
20200707T0200,13.760529,68.0,2.6208394,164.0546
20200707T0300,13.280529,69.0,2.0991426,149.03624
20200707T0400,12.630529,70.0,2.5455842,135.0
20200707T0500,12.220529,71.0,3.396233,122.00538
20200707T0600,11.810529,74.0,4.829907,116.56505
20200707T0700,12.290529,74.0,3.319036,102.52881
20200707T0800,13.730529,69.0,2.9024127,82.874985
20200707T0900,15.850529,62.0,5.00128,59.74356
20200707T1000,17.490528,56.0,6.3690495,47.29059
20200707T1100,18.580528,53.0,6.297428,30.963745
20200707T1200,19.65053,50.0,6.9899354,11.888657
20200707T1300,20.590528,46.0,9.028754,4.573929
20200707T1400,21.740528,49.0,12.9249525,347.125
20200707T1500,22.48053,42.0,13.708391,346.32867
20200707T1600,22.930529,37.0,14.24163,339.27444
20200707T1700,23.030529,35.0,13.237039,337.61987
20200707T1800,22.850529,36.0,11.631956,338.1986
20200707T1900,22.56053,37.0,10.464797,333.43497
20200707T2000,21.930529,39.0,10.144082,332.52557
20200707T2100,20.690529,47.0,10.144082,332.52557
20200707T2200,19.13053,55.0,6.9247384,332.10272
20200707T2300,18.000528,60.0,2.3051248,308.65982
20200708T0000,17.06053,63.0,3.563818,225.0
20200708T0100,16.430529,64.0,4.8433046,221.98721
20200708T0200,15.620529,65.0,6.193674,215.53769
20200708T0300,14.590529,68.0,7.42159,202.83365
20200708T0400,14.090529,69.0,6.6185193,202.38013
20200708T0500,13.650529,69.0,4.198285,210.96376
20200708T0600,13.390529,68.0,3.8773184,201.8014
20200708T0700,14.390529,66.0,3.96,180.0
20200708T0800,15.890529,64.0,1.835647,168.69006
20200708T0900,17.90053,60.0,1.08,180.0
20200708T1000,20.180529,54.0,3.2399998,270.0
20200708T1100,21.88053,46.0,7.342588,281.30994
20200708T1200,23.160528,41.0,10.390226,284.03625
20200708T1300,24.110529,39.0,12.371645,278.3659
20200708T1400,24.97053,36.0,13.797912,277.49585
20200708T1500,25.70053,34.0,14.830076,275.5722
20200708T1600,26.110529,35.0,16.09969,280.30487
20200708T1700,26.000528,37.0,17.654686,286.58734
20200708T1800,25.860529,39.0,17.076298,288.43497
20200708T1900,25.47053,43.0,15.484185,287.59244
20200708T2000,24.88053,46.0,13.009903,284.42078
20200708T2100,24.010529,50.0,9.028754,274.5739
20200708T2200,22.95053,56.0,5.991594,237.26477
20200708T2300,21.840528,59.0,7.42159,202.83365
20200709T0000,20.160528,63.0,8.707238,187.12502
20200709T0100,18.89053,64.0,7.928178,177.39743
20200709T0200,18.420528,63.0,6.162207,173.29016
20200709T0300,18.110529,60.0,5.3999996,180.0
20200709T0400,17.850529,55.0,6.2145634,190.00798
20200709T0500,17.520529,54.0,6.489992,183.17982
20200709T0600,17.350529,56.0,6.4799995,180.0
20200709T0700,18.12053,61.0,6.519877,173.6598
20200709T0800,20.280529,62.0,2.5959969,123.69006
20200709T0900,22.100529,56.0,1.609969,63.43495
20200709T1000,23.780529,53.0,1.484318,14.03624
20200709T1100,25.47053,48.0,2.3051248,321.3402
20200709T1200,26.690529,44.0,3.096837,305.5377
20200709T1300,27.63053,41.0,2.0991426,300.96378
20200709T1400,28.89053,45.0,11.609651,277.125
20200709T1500,29.410528,43.0,13.084402,277.90717
20200709T1600,29.82053,42.0,12.429127,280.008
20200709T1700,29.97053,42.0,12.371645,278.3659
20200709T1800,29.860529,42.0,12.371645,278.3659
20200709T1900,29.46053,44.0,11.659777,278.88065
20200709T2000,28.770529,47.0,9.227524,290.55603
20200709T2100,27.520529,52.0,7.5942082,301.42957
20200709T2200,26.490528,58.0,1.5273507,225.0
20200709T2300,25.40053,64.0,7.754637,158.1986
20200710T0000,23.54053,71.0,9.983106,154.359
20200710T0100,22.90053,64.0,9.0645685,173.15723
20200710T0200,20.54053,61.0,7.8625183,195.9454
20200710T0300,19.180529,61.0,7.2359104,174.28941
20200710T0400,18.96053,61.0,6.9247384,152.10272
20200710T0500,19.260529,59.0,6.9153743,141.34018
20200710T0600,20.45053,56.0,7.7043357,127.40535
